"mRNA","logFC","FDR","Delta","YA","OA","start","end","diff_exp","gene"
"ENSG00000104375",-0.0185446441451791,0.984894431258069,-32.1216116350266,1732.12337662338,1576.71296296296,98371228,98942827,"No","STK3"
"ENSG00000010318",-0.106982490007626,0.876271285030812,-32.1461541728108,300.480519480519,260.37962962963,52410660,52423641,"No","PHF7"
"ENSG00000204118",-1.13496979669101,6.34480628444125e-07,-32.1550209283305,28.3311688311688,12.2222222222222,73126037,73128080,"No","ENSG00000204118"
"ENSG00000176532",-0.437356226349955,0.137122374618289,-32.1570425387048,73.525974025974,50.4259259259259,29563835,29567293,"No","PRR15"
"ENSG00000168779",-0.0233668284300235,0.981043495073858,-32.1615564135367,1376.37662337662,1295.83333333333,158095905,158106420,"No","SHOX2"
"ENSG00000081665",-0.0397213136692658,0.964761847222616,-32.1634309865592,809.727272727273,731.972222222222,19785839,19821751,"No","ZNF506"
"ENSG00000092345",-0.586005558526513,0.026412114995531,-32.1770324863649,54.9090909090909,27.6018518518519,16586792,16670306,"No","DAZL"
"ENSG00000277283",-0.163089425784896,0.765730731712366,-32.1889811476098,197.37012987013,159.25,120116907,120119000,"No","RAB35-AS1"
"ENSG00000152778",-0.0242981561177116,0.980085390922706,-32.1914279105736,1324.85064935065,1233.52777777778,89414568,89420997,"No","IFIT5"
"ENSG00000176896",-0.1171950043188,0.857736792090352,-32.2065569985451,274.811688311688,236.462962962963,13653189,13681964,"No","TCEANC"
"ENSG00000248810",-0.479047092722824,0.0908575911085453,-32.2143616379063,67.2467532467532,40.4722222222222,141302910,141357096,"No","LINC02432"
"ENSG00000278784",-0.228572699118096,0.608973904308973,-32.286635869584,141.253246753247,110.546296296296,24201612,24202811,"No","ENSG00000278784"
"ENSG00000116353",-0.030553303115615,0.973775358469905,-32.2956349854938,1057.02597402597,955.851851851852,29192657,29230942,"No","MECR"
"ENSG00000184471",-1.7853623957953,1.7351383640569e-14,-32.3104220589708,18.0974025974026,3.4537037037037,1088226,1096244,"DOWN","C1QTNF8"
"ENSG00000261308",-1.05493227184025,4.48106191342323e-06,-32.3124384822759,30.6298701298701,14.287037037037,51817840,51848766,"No","FIGNL2"
"ENSG00000234062",-0.28396299738236,0.458088025597761,-32.318308150134,113.811688311688,87.9722222222222,136909369,137022143,"No","ENSG00000234062"
"ENSG00000180535",-0.437173667954035,0.138015985476256,-32.3196247380305,73.9285714285714,48.8888888888889,98211439,98215457,"No","BHLHA15"
"ENSG00000204091",-1.49852134952511,3.04111246999668e-11,-32.3252462540417,21.5714285714286,7.42592592592593,40334775,40387590,"No","TDRG1"
"ENSG00000186895",-2.31769223635545,2.13375892840199e-22,-32.3423416618692,13.9545454545455,2.06481481481481,69809968,69819416,"DOWN","FGF3"
"ENSG00000214198",-0.912070753816119,9.56033687278435e-05,-32.3725892231098,35.4935064935065,18.2407407407407,103843749,103930211,"No","TTC41P"
"ENSG00000254251",-0.833932831622917,0.000454445696030239,-32.4042471716333,38.8571428571429,22.6759259259259,90806474,90859240,"No","LOC105375635"
"ENSG00000102886",-0.252619219387869,0.543246112397549,-32.4550081531753,128.474025974026,99.2314814814815,30104810,30113537,"No","GDPD3"
"ENSG00000135119",-0.223365749749117,0.622677167668252,-32.4765097573538,145.396103896104,118.657407407407,116738178,116853631,"No","RNFT2"
"ENSG00000102003",-0.0962543930938353,0.893124268984019,-32.5108588102328,337.75974025974,281.805555555556,49187815,49200199,"No","SYP"
"ENSG00000227855",-0.314554977459446,0.375549493132823,-32.5176314360674,103.376623376623,75.7777777777778,29650227,29742594,"No","ENSG00000227855"
"ENSG00000145912",-0.0227247232904536,0.9815759419961,-32.543869635865,1432.09090909091,1320.76851851852,178149463,178153894,"No","NHP2"
"ENSG00000235703",-0.350301439710458,0.292183899882678,-32.5552870463381,92.9350649350649,67.3796296296296,149938613,150224580,"No","EOLA2-DT"
"ENSG00000151773",-0.203892433463523,0.672435374768966,-32.5618864194927,159.701298701299,131.990740740741,43823909,43879740,"No","CCDC122"
"ENSG00000224152",-0.315315077415945,0.374947794878546,-32.5634479949558,103.272727272727,75.2222222222222,159615296,159617082,"No","BAZ2B-AS1"
"ENSG00000163026",-0.0557096795295002,0.949114898255168,-32.5655634454848,584.558441558442,522.166666666667,24029347,24049575,"No","WDCP"
"ENSG00000221946",-0.660219060157363,0.00863243590725867,-32.5865264691956,49.3571428571429,29.0740740740741,35143250,35154302,"No","FXYD7"
"ENSG00000162782",-1.62014623893371,1.10887111376105e-12,-32.5922925208873,20.1168831168831,5.49074074074074,179591613,179691272,"DOWN","TDRD5"
"ENSG00000135898",-0.807099759256393,0.000771606614528013,-32.5984448219141,40.3896103896104,20.3148148148148,230907318,230961066,"No","GPR55"
"ENSG00000205358",-0.7371089909399,0.0024835862325721,-32.6051067940429,44.2337662337662,27.1759259259259,56669814,56671129,"No","MT1H"
"ENSG00000259943",-0.0619479380285553,0.942727166263469,-32.6079464446153,526.376623376623,460.731481481481,40256427,40257967,"No","ENSG00000259943"
"ENSG00000227579",-1.20072718102209,1.96866664064633e-07,-32.6223540610157,27.1688311688312,8.82407407407407,177392667,177920152,"No","ENSG00000227579"
"ENSG00000287558",-1.4301090826736,2.25806633209188e-10,-32.6232026456647,22.8116883116883,7.97222222222222,160742509,160767490,"No","ENSG00000287558"
"ENSG00000103356",-0.0271401141675156,0.977424797557878,-32.6423317287104,1202.73376623377,1095.30555555556,23520754,23557731,"No","EARS2"
"ENSG00000198780",-0.35903416761028,0.273425965463099,-32.6534581269453,90.948051948052,63.6944444444444,74777574,74866966,"No","FAM169A"
"ENSG00000106631",-1.31351582102981,3.74276551609298e-09,-32.6673090554816,24.8701298701299,17.3055555555556,44138864,44141332,"No","MYL7"
"ENSG00000159199",-0.0105533644019992,0.994125750463961,-32.675614680499,3096.22727272727,2822.40740740741,48892765,48895871,"No","ATP5MC1"
"ENSG00000142731",-0.0465119101401739,0.958371691921371,-32.6851877621404,702.727272727273,638.157407407407,127880893,127899224,"No","PLK4"
"ENSG00000182685",-0.18018973997134,0.728082093425143,-32.6857167928532,181.396103896104,152.925925925926,2209253,2211950,"No","BRICD5"
"ENSG00000249087",-0.25976204263605,0.525051223726783,-32.7317041386529,126.006493506494,95.7592592592593,23368997,23371839,"No","ZNF436-AS1"
"ENSG00000130234",-1.65885066487355,1.8489064356529e-13,-32.7353712373423,19.7337662337662,6.98148148148148,15494566,15607236,"DOWN","ACE2"
"ENSG00000163867",-0.0502009185163882,0.954267720727502,-32.7362145525309,652.103896103896,582.416666666667,34986165,35031945,"No","ZMYM6"
"ENSG00000188931",-0.162883406629805,0.765730731712366,-32.7459108393426,201.038961038961,165.861111111111,161364733,161367876,"No","CFAP126"
"ENSG00000137806",-0.0372522573594412,0.968172461592131,-32.7529587433009,879.220779220779,811.601851851852,41387218,41409403,"No","NDUFAF1"
"ENSG00000163877",-0.0308839357774461,0.97350242966321,-32.7983387055728,1061.98701298701,965.935185185185,37534449,37554293,"No","SNIP1"
"ENSG00000143217",-0.140276394615704,0.81169539876654,-32.8328743111886,234.058441558442,198.546296296296,161070998,161089558,"No","NECTIN4"
"ENSG00000149485",-0.00730988054842716,0.995773855222961,-32.8336575524512,4491.68181818182,4248.87037037037,61799627,61829318,"No","FADS1"
"ENSG00000188997",-0.0533143873764694,0.951070612582818,-32.8624344631427,616.38961038961,565.12962962963,78171249,78188626,"No","KCTD21"
"ENSG00000137944",-0.0290736015218652,0.975684332931598,-32.8635531488227,1130.35714285714,1004.66666666667,88935773,88992953,"No","KYAT3"
"ENSG00000142606",-1.01266855015923,1.17739970856691e-05,-32.8788490311437,32.4675324675325,14.7222222222222,2590639,2633016,"No","MMEL1"
"ENSG00000163703",-0.338749230392989,0.317682846590959,-32.8872710623739,97.0844155844156,72.1759259259259,9933816,9945406,"No","CRELD1"
"ENSG00000261754",-0.72078777974158,0.00326982241150328,-32.8988136610621,45.6428571428571,25.9537037037037,34811589,34814345,"No","ENSG00000261754"
"ENSG00000236013",-0.988831297110857,1.75851915775943e-05,-32.9332189797505,33.3051948051948,17.0740740740741,139976352,140093721,"No","LINC02941"
"ENSG00000235979",-0.932309283106414,5.9411413463496e-05,-32.9335227279149,35.3246753246753,19.25,19417769,19492991,"No","LOC105371574"
"ENSG00000148943",-0.0225219200741557,0.981818988251785,-32.9826207174298,1464.46753246753,1324.23148148148,27494418,27506769,"No","LIN7C"
"ENSG00000111254",-0.303432000731665,0.404841117337548,-33.0070965990705,108.779220779221,83.1296296296296,4615508,4649051,"No","AKAP3"
"ENSG00000107819",-0.00915426527966053,0.994873368507983,-33.0090917328352,3605.87012987013,3373.24074074074,101031234,101041244,"No","SFXN3"
"ENSG00000171885",-0.185511817600177,0.716324552708861,-33.0560375764056,178.188311688312,160.768518518519,26852043,26865771,"No","AQP4"
"ENSG00000164695",-1.03039851976276,7.65240096977264e-06,-33.0864979235509,32.1103896103896,15.1851851851852,81732448,81759515,"No","CHMP4C"
"ENSG00000242299",-0.136029726582697,0.821244037409643,-33.0923225759361,243.272727272727,201.953703703704,101576489,101576947,"No","RPS18P5"
"ENSG00000110871",-0.022843509953142,0.9815759419961,-33.1051409599499,1449.21428571429,1337.59259259259,120503279,120534434,"No","COQ5"
"ENSG00000196267",-0.113251023516058,0.864094982543245,-33.1266597747036,292.506493506493,252.490740740741,52153864,52171643,"No","ZNF836"
"ENSG00000285053",-0.524721776696099,0.0532864623380926,-33.1562831755178,63.1883116883117,40.3981481481481,235328570,235448952,"No","ENSG00000285053"
"ENSG00000140798",-1.32287215783202,4.84774068257235e-09,-33.1920650510581,25.0909090909091,8.5462962962963,48081006,48156018,"No","ABCC12"
"ENSG00000175931",-0.0132196872718492,0.990506882320185,-33.19858347737,2511.2987012987,2329.55555555556,76389456,76453152,"No","UBE2O"
"ENSG00000130307",-0.143909184084311,0.804920001190054,-33.2093804155082,230.766233766234,197.805555555556,17249171,17282786,"No","USHBP1"
"ENSG00000270629",-0.077902543230257,0.921625384829969,-33.2223995236827,426.461038961039,370.722222222222,148531385,148679742,"No","NBPF14"
"ENSG00000227946",-0.373401636473538,0.243799234522093,-33.2375950180471,89.012987012987,63.5833333333333,206084605,206086564,"No","ENSG00000227946"
"ENSG00000280088",-0.0728653461401437,0.928544517744055,-33.23937293306,456.175324675325,399.675925925926,100032325,100034074,"No","ENSG00000280088"
"ENSG00000228422",-3.8382191491427,1.2677232987541e-48,-33.2479502919244,8.66233766233766,0.657407407407407,11800463,11878429,"DOWN","LINC00687"
"ENSG00000264920",-0.143860187209624,0.805352871252483,-33.2793452554731,231.331168831169,190.759259259259,47891229,47895812,"No","SP2-DT"
"ENSG00000164430",-0.0546459690235198,0.94955294703902,-33.2928792056021,609.246753246753,543.574074074074,73413515,73452297,"No","CGAS"
"ENSG00000271327",-0.794646975075792,0.000946892246860994,-33.2977722737928,41.9025974025974,22.2685185185185,89367807,89369301,"No","ENSG00000271327"
"ENSG00000187013",-0.455906649315158,0.113864189676264,-33.3226314590352,73.0909090909091,50.0462962962963,61411751,61413280,"No","LINC02875"
"ENSG00000215374",-0.433508576828427,0.142018222018187,-33.3238606006163,76.8701298701299,53.7592592592593,7298744,7355359,"No","FAM66B"
"ENSG00000220848",-0.152632088988466,0.786878448290264,-33.3302890947604,218.37012987013,182.564814814815,149592687,149601878,"No","ENSG00000220848"
"ENSG00000185774",-1.01250761508598,1.03984765904212e-05,-33.3338546005579,32.9220779220779,16.1851851851852,20728606,21948772,"No","KCNIP4"
"ENSG00000175920",-0.372954907533234,0.243710078963462,-33.3358720921751,89.3831168831169,64.4907407407407,3463306,3501473,"No","DOK7"
"ENSG00000187912",-0.720571607751703,0.00348915246668661,-33.3428134859652,46.2727272727273,21.1203703703704,14583084,14612035,"No","CLEC17A"
"ENSG00000237238",-0.561802694180037,0.0339409697574822,-33.3433547065295,59.3506493506493,35.5462962962963,63299453,63385117,"No","BMS1P10"
"ENSG00000153093",-0.122251673102938,0.847623886739928,-33.3540668642405,272.831168831169,237.712962962963,110732539,111120610,"No","ACOXL"
"ENSG00000133247",-0.0558039699935559,0.949020829303559,-33.3682375120558,597.954545454545,541.583333333333,55339853,55348121,"No","KMT5C"
"ENSG00000244617",-0.192360642699126,0.700287690981424,-33.3883115542054,173.571428571429,139.675925925926,69960089,69962265,"No","ASPRV1"
"ENSG00000231625",-0.864459446477715,0.000234942647224025,-33.3995695230026,38.6363636363636,20.9907407407407,19615789,19633825,"No","ENSG00000231625"
"ENSG00000279673",-0.285234406773025,0.453423945598221,-33.4113211933675,117.136363636364,91.9259259259259,171460612,171462256,"No","ENSG00000279673"
"ENSG00000162949",-2.26971321054859,1.91885405819707e-22,-33.4119470669718,14.7207792207792,2.7037037037037,30722771,30820542,"DOWN","CAPN13"
"ENSG00000238197",-0.245219634993439,0.563113426553584,-33.4390411354689,136.363636363636,107.351851851852,32728097,32747065,"No","PAXBP1-AS1"
"ENSG00000119636",-0.10185074743808,0.883976916141235,-33.441436321163,328.337662337662,284.314814814815,74019349,74082863,"No","BBOF1"
"ENSG00000184730",-0.0643349356654833,0.939757700206009,-33.4658638070814,520.181818181818,477.37962962963,28494643,28498970,"No","APOBR"
"ENSG00000198707",-0.0275342908069899,0.977186751196304,-33.4727579164923,1215.67532467532,1077.58333333333,88049016,88142099,"No","CEP290"
"ENSG00000283213",-0.568650184194628,0.0302891184636603,-33.4802027278746,58.8766233766234,39.5555555555556,22806289,22813680,"No","ENSG00000283213"
"ENSG00000279108",-0.381477391126204,0.226933116850122,-33.4833110120318,87.7727272727273,64.537037037037,40840159,40842039,"No","ENSG00000279108"
"ENSG00000145016",-0.0632197609755334,0.941096123908105,-33.5183783369567,530.188311688312,477.62037037037,197668867,197749727,"No","RUBCN"
"ENSG00000163630",-1.88620922480731,1.09644859688234e-16,-33.5475783555014,17.7857142857143,4.07407407407407,63228315,63616924,"DOWN","SYNPR"
"ENSG00000179520",-0.293743243112469,0.428779999938938,-33.5611192374278,114.253246753247,93.6018518518518,100357074,100422055,"No","SLC17A8"
"ENSG00000226562",-1.2703063348651,1.89531286580346e-08,-33.5723817071492,26.4285714285714,8.9537037037037,33580695,33607874,"No","CYP4F26P"
"ENSG00000171443",-0.0446685161915139,0.959719248450907,-33.5849230700195,751.87012987013,689.657407407407,55600022,55603138,"No","ZNF524"
"ENSG00000277987",-3.03567175484228,2.25902610491726e-34,-33.5895108457873,11.0649350649351,1.0462962962963,98323902,98420998,"DOWN","ENSG00000277987"
"ENSG00000261716",-0.150074059886539,0.791588679736667,-33.5990482907018,223.883116883117,190.342592592593,149844498,149850937,"No","H2BC20P"
"ENSG00000152433",-0.270978874156225,0.493845413293571,-33.6365724569507,124.12987012987,96.6481481481482,57363477,57379565,"No","ZNF547"
"ENSG00000163463",-0.266279249833106,0.506493967504108,-33.6428270389789,126.344155844156,98.2407407407407,155169408,155173475,"No","KRTCAP2"
"ENSG00000235770",-0.260111977466864,0.522659659642053,-33.6439641504056,129.344155844156,105.138888888889,215611563,215848954,"No","LINC00607"
"ENSG00000214279",-0.416960509095103,0.16646123118885,-33.7169429854631,80.8636363636364,56.7037037037037,133453928,133523558,"No","SCART1"
"ENSG00000064115",-0.0161742417690508,0.987400613668957,-33.7524917456904,2086.80519480519,1938.2037037037,26971579,27014434,"No","TM7SF3"
"ENSG00000138346",-0.128733446800366,0.835729338939095,-33.7549128688231,262.207792207792,225.083333333333,68414064,68472121,"No","DNA2"
"ENSG00000166529",-0.138098065270691,0.816886429835585,-33.7578030332153,244.448051948052,206.907407407407,100049774,100065040,"No","ZSCAN21"
"ENSG00000257557",-0.407043687404794,0.182171474228083,-33.7608377871521,82.9415584415584,59.0648148148148,79934901,79942712,"No","ENSG00000257557"
"ENSG00000136011",-0.422750044662897,0.156625993817203,-33.7623558396687,79.8636363636364,58.1296296296296,103587273,103766719,"No","STAB2"
"ENSG00000243766",-0.948971326464189,4.28867424946334e-05,-33.7809143615369,35.5974025974026,18.1666666666667,27198575,27207259,"No","ENSG00000243766"
"ENSG00000228742",-0.321665060457473,0.358553475150359,-33.816606031211,105.12987012987,78.4814814814815,106774955,106838480,"No","LINC02577"
"ENSG00000267453",-1.60821605086335,1.45257670055057e-12,-33.8247518749766,21.0324675324675,6.12962962962963,15851993,15864904,"DOWN","ENSG00000267453"
"ENSG00000217930",-0.289298099861627,0.443597881082544,-33.8328492110903,116.948051948052,89.4351851851852,4331549,4355607,"No","PAM16"
"ENSG00000214922",-0.337296645515891,0.320784566122731,-33.8698397808944,100.415584415584,74.2222222222222,29726601,29749049,"No","HLA-F-AS1"
"ENSG00000152192",-1.26826564240318,2.02313091362746e-08,-33.8725752415863,26.7077922077922,10.25,78598362,78603552,"No","POU4F1"
"ENSG00000225342",-0.549684506956332,0.0393903340833772,-33.8984010556122,61.6688311688312,38.7222222222222,40186009,40224915,"No","LINC01779"
"ENSG00000101282",-0.378165942708736,0.232862550194697,-33.9121536935561,89.6753246753247,65.7685185185185,958452,1002311,"No","RSPO4"
"ENSG00000142698",-0.963079597670112,2.96555904398811e-05,-33.9266676451971,35.2272727272727,18.8703703703704,34166883,34219131,"No","C1orf94"
"ENSG00000272180",-2.03356406402649,4.08140966346318e-19,-33.936750938624,16.6883116883117,4.12962962962963,55952158,56181652,"DOWN","ENSG00000272180"
"ENSG00000185101",-0.227473565858806,0.611665606078801,-33.9511682549653,149.253246753247,115.092592592593,417933,442011,"No","ANO9"
"ENSG00000105397",-0.00627829795721135,0.99710909426625,-33.9696279972002,5410.64285714286,5008.97222222222,10350529,10380572,"No","TYK2"
"ENSG00000108379",-0.115516789722772,0.860363060434251,-33.9746880319058,294.11038961039,249.305555555556,46762506,46833154,"No","WNT3"
"ENSG00000232160",-0.242520865550413,0.5697040081946,-33.9828425825477,140.123376623377,113.009259259259,132217053,132432862,"No","RAP2C-AS1"
"ENSG00000264232",-1.2885870470779,1.04447969012542e-08,-33.988575228769,26.3766233766234,11.25,65423958,65448167,"No","LINC01916"
"ENSG00000143512",-0.394415413163716,0.202407988498573,-33.9888762863356,86.1753246753247,64.7314814814815,222522258,222548104,"No","HHIPL2"
"ENSG00000102195",-1.05246423811461,4.30602169149899e-06,-34.0342331546154,32.3376623376623,13.3333333333333,151176584,151181465,"No","GPR50"
"ENSG00000105072",-0.0806344579573622,0.916594239692458,-34.0413548677918,422.168831168831,375.12962962963,16496394,16521352,"No","C19orf44"
"ENSG00000188428",-0.0500199617644293,0.954405209706823,-34.0551490329668,680.831168831169,611.898148148148,8013567,8064396,"No","BLOC1S5"
"ENSG00000253377",-2.49918936788775,8.03868269190501e-26,-34.09608351904,13.6428571428571,1.97222222222222,31275542,31390805,"DOWN","ENSG00000253377"
"ENSG00000272568",-0.377181016257356,0.23541857479351,-34.1128389248861,90.4415584415584,65.7037037037037,28979967,29013367,"No","CPVL-AS2"
"ENSG00000170448",-0.0727155003004019,0.928721167850242,-34.1163184623698,469.175324675325,413.175925925926,47847233,47914667,"No","NFXL1"
"ENSG00000277013",-0.658317894359529,0.00896604452355646,-34.1256607186501,51.8376623376623,30.0277777777778,33906352,33908391,"No","ENSG00000277013"
"ENSG00000279267",-0.369218379631228,0.252396570407122,-34.1622902036712,92.525974025974,66.6296296296296,113605867,113607908,"No","ENSG00000279267"
"ENSG00000173727",-0.111016715065601,0.867587414159147,-34.2118913219694,308.168831168831,262.62962962963,65455258,65466720,"No","ENSG00000173727"
"ENSG00000186416",-0.0678895204545544,0.934783549408421,-34.2149957859697,503.980519480519,448.12962962963,119588337,119606443,"No","NKRF"
"ENSG00000144227",-0.259723219447644,0.524184378729692,-34.2160043906091,131.74025974026,94.6944444444444,138669157,138780390,"No","NXPH2"
"ENSG00000268895",-0.512621524355371,0.0611925424214604,-34.232465951108,66.7792207792208,43.8518518518519,58347718,58355455,"No","A1BG-AS1"
"ENSG00000136379",-0.0584281236496546,0.945622356092588,-34.2385010552973,585.993506493507,523.462962962963,80679684,80755621,"No","ABHD17C"
"ENSG00000122386",-0.0438228900947577,0.960587769545414,-34.2416127604038,781.363636363636,713.898148148148,3112560,3120517,"No","ZNF205"
"ENSG00000175376",-0.0224570403412392,0.981818988251785,-34.2421742974595,1524.78571428571,1407.28703703704,65996545,66002176,"No","EIF1AD"
"ENSG00000102871",-0.0296734985588728,0.975114164974673,-34.2750103711094,1155.07142857143,1049.87962962963,67154185,67159909,"No","TRADD"
"ENSG00000168517",-0.375718567346367,0.239330932277677,-34.2757802120072,91.2272727272727,64.5925925925926,45160700,45170040,"No","HEXIM2"
"ENSG00000152939",-0.576103856298421,0.0281054885008907,-34.2819203838878,59.5064935064935,35.462962962963,69415065,69444330,"No","MARVELD2"
"ENSG00000154645",-0.0789925441113165,0.920431875688112,-34.3022558110401,434.246753246753,311.944444444444,17901263,18267373,"No","CHODL"
"ENSG00000131127",-0.052314444367806,0.952409720964132,-34.3036682253598,655.720779220779,581.731481481482,337814,384868,"No","ZNF141"
"ENSG00000160948",-0.00533144320354639,0.99786596484861,-34.3116451885378,6435.71428571429,5987.26851851852,144423601,144428563,"No","VPS28"
"ENSG00000246089",-0.116190465318671,0.859708666714993,-34.351635623111,295.649350649351,252.972222222222,6403551,6407142,"No","MCPH1-DT"
"ENSG00000102984",-0.240320291005733,0.576943055305238,-34.3564384855988,142.961038961039,110.675925925926,71859680,71895336,"No","ZNF821"
"ENSG00000280287",-0.262052920285401,0.5186096398235,-34.3731752582149,131.168831168831,105.037037037037,132550729,132554947,"No","ENSG00000280287"
"ENSG00000267013",-0.228592860366633,0.607995563524233,-34.3750224699382,150.376623376623,120.731481481481,55105904,55124306,"No","LINC01929"
"ENSG00000156709",-0.0155470791734249,0.988202160572888,-34.3851923336971,2211.68181818182,2002.4537037037,130124666,130165879,"No","AIFM1"
"ENSG00000176809",-0.0997081420138541,0.887119461041899,-34.3999564502473,345.006493506493,309.175925925926,64854312,64919480,"No","LRRC37A3"
"ENSG00000140795",-0.705112222891212,0.00407391056788906,-34.4085607469315,48.7987012987013,32.4537037037037,46702282,46790407,"No","MYLK3"
"ENSG00000170419",-0.93480381877012,5.25920417014671e-05,-34.417776963809,36.8181818181818,20.25,54542325,54571080,"No","VSTM2A"
"ENSG00000279088",-0.109489982084961,0.87118806101334,-34.4182469657986,314.350649350649,273.953703703704,73742995,73744230,"No","ENSG00000279088"
"ENSG00000279759",-0.515056877886622,0.0600071963378622,-34.4251976888766,66.8376623376623,41.6851851851852,40355842,40360606,"No","ENSG00000279759"
"ENSG00000164761",-0.109663535061083,0.87076636500968,-34.430789504795,313.967532467532,270.342592592593,118923557,118951885,"No","TNFRSF11B"
"ENSG00000215788",-0.0947420406826731,0.895359640840182,-34.434425331757,363.454545454545,310.138888888889,6460786,6466175,"No","TNFRSF25"
"ENSG00000197020",-0.0779076042311627,0.921569987027619,-34.4407258990476,442.071428571429,391.972222222222,21722771,21767579,"No","ZNF100"
"ENSG00000162009",-1.76522872434854,1.48953337669665e-14,-34.4448851731646,19.512987012987,4.32407407407407,1078781,1080142,"DOWN","SSTR5"
"ENSG00000139220",-0.121528423464363,0.849109820033152,-34.461988653823,283.571428571429,254.768518518519,81257975,81759553,"No","PPFIA2"
"ENSG00000186231",-1.58183574318238,1.33569585225998e-12,-34.4716932085718,21.7922077922078,8.7037037037037,96924620,97140754,"DOWN","KLHL32"
"ENSG00000131263",-0.0108334302709116,0.99394154500194,-34.521780762507,3186.5974025974,2946.37962962963,74582976,74614624,"No","RLIM"
"ENSG00000090339",-0.0139466578121563,0.989976985423839,-34.5344604988648,2476.18181818182,2250.15740740741,10271093,10286615,"No","ICAM1"
"ENSG00000279407",-0.584618388829608,0.025141948368971,-34.5570207371164,59.1103896103896,35.7685185185185,45714387,45717381,"No","ENSG00000279407"
"ENSG00000175087",-0.0480497609800766,0.956940919809091,-34.5746111280796,719.558441558442,644.546296296296,26111165,26125555,"No","PDIK1L"
"ENSG00000123870",-0.364741308893344,0.260870386482425,-34.5983184435972,94.8571428571429,68.9907407407407,52588505,52597345,"No","ENSG00000123870"
"ENSG00000172795",-0.0162530974944867,0.987395549269643,-34.6329233500863,2130.85064935065,1952.17592592593,112976702,113022195,"No","DCP2"
"ENSG00000232044",-1.24779417820605,3.61294855346955e-08,-34.6384422846159,27.7597402597403,10.2592592592593,5932543,6003510,"No","ENSG00000232044"
"ENSG00000246859",-0.121774392738627,0.849093583188906,-34.6424425057095,284.480519480519,241.694444444444,111510396,111739726,"No","STARD4-AS1"
"ENSG00000184154",-0.166738485437062,0.757726576277105,-34.6437098605824,207.772727272727,175.62037037037,72080337,72096895,"No","LRRC51"
"ENSG00000182612",-0.0978317195507652,0.890934385904923,-34.6572042863117,354.253246753247,227.592592592593,81637171,81648749,"No","TSPAN10"
"ENSG00000183248",-0.344592508070429,0.304829224403257,-34.6740617211647,100.623376623377,71.6759259259259,7868719,7874390,"No","PRR36"
"ENSG00000170465",-1.32677191502797,4.13889992289525e-09,-34.6769932336855,26.1363636363636,8.24074074074074,52468516,52473805,"No","KRT6C"
"ENSG00000279382",-0.643726272404898,0.0111603450018118,-34.6859779767262,53.8831168831169,30.8055555555556,76090308,76091669,"No","ENSG00000279382"
"ENSG00000253853",-0.860059500755386,0.000282686789737319,-34.7318833454399,40.3831168831169,19.3796296296296,2726956,2838823,"No","ENSG00000253853"
"ENSG00000263002",-0.0772934401782029,0.922515905889526,-34.8036300147865,450.279220779221,395.768518518519,44141554,44160313,"No","ZNF234"
"ENSG00000215146",-0.410860397934386,0.175795783435759,-34.8057451392987,84.7142857142857,61.1111111111111,42331866,42367974,"No","ENSG00000215146"
"ENSG00000147874",-0.0316881919056534,0.972087524208539,-34.823265229514,1098.93506493506,998.537037037037,19053141,19102904,"No","HAUS6"
"ENSG00000253474",-2.26038012961095,4.18988290393435e-23,-34.8450806993272,15.4155844155844,3.48148148148148,49086301,49229174,"DOWN","LOC105375826"
"ENSG00000177694",-0.117410588675469,0.857249162741008,-34.8724696494542,297.012987012987,256.462962962963,174438573,175810548,"No","NAALADL2"
"ENSG00000145736",-0.22893655253523,0.607598464520448,-34.920257266575,152.532467532468,120.601851851852,71032670,71067689,"No","GTF2H2"
"ENSG00000172081",-0.00952870307665134,0.994873368507983,-34.9372373293233,3666.52597402597,3438.75925925926,2071036,2096673,"No","MOB3A"
"ENSG00000260907",-1.18122065969168,2.04362141376683e-07,-34.9457228932162,29.5844155844156,12.1944444444444,20530042,20530881,"No","ENSG00000260907"
"ENSG00000260135",-0.899587022323995,0.000134416627505447,-34.9612229130462,38.8636363636364,18.1666666666667,55426797,55462297,"No","ENSG00000260135"
"ENSG00000147533",-0.0564384075903538,0.948768214724495,-34.9808182110342,619.805194805195,551.490740740741,41490396,41510980,"No","GOLGA7"
"ENSG00000133116",-0.249566291132977,0.550109803066042,-34.9960003702378,140.227272727273,112.148148148148,33016423,33066143,"No","KL"
"ENSG00000216588",-0.993312178785981,1.55979549297282e-05,-35.0110292626643,35.2467532467532,22.0555555555556,44613563,44636781,"No","IGSF23"
"ENSG00000239415",-0.463452933857047,0.105207084837853,-35.0117625486551,75.5454545454545,51.2222222222222,46251549,46254133,"No","ENSG00000239415"
"ENSG00000133561",-0.0250216370531697,0.979183092484161,-35.0220054881408,1399.66883116883,1307.24074074074,150625375,150632648,"No","GIMAP6"
"ENSG00000174453",-1.15630653185242,3.11365600016888e-07,-35.0646201542259,30.3246753246753,13.7037037037037,214411054,214578976,"No","VWC2L"
"ENSG00000114805",-0.421445613271516,0.159165065211566,-35.1003989338991,83.2857142857143,58.1296296296296,155375580,155745071,"No","PLCH1"
"ENSG00000146904",-0.328943489739586,0.340365144941682,-35.1093775379843,106.733766233766,80.1851851851852,143390289,143408856,"No","EPHA1"
